,FL_NUM,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN,DEST,CRS_ARR_TIME,DEP_DEL15,ARR_DEL15,DEP_DELAY
1244,2188,2,17,3,ATL,SEA,1918,0.0,0.0,-1.0
1245,2283,2,17,3,DTW,ATL,824,0.0,0.0,-1.0
1246,2440,2,17,3,SEA,MSP,611,0.0,0.0,-6.0
1247,2610,2,17,3,ATL,MSP,910,0.0,0.0,-2.0
1248,2817,2,17,3,JFK,DTW,1130,0.0,0.0,0.0
1249,945,2,17,3,MSP,DTW,1115,0.0,0.0,-7.0
1250,991,2,17,3,ATL,DTW,1420,0.0,0.0,-2.0
1251,1067,2,17,3,ATL,MSP,2257,0.0,0.0,-1.0
1252,1122,2,17,3,MSP,ATL,1056,0.0,0.0,-1.0
1253,1224,2,17,3,ATL,DTW,1825,0.0,0.0,0.0
1254,793,2,18,4,ATL,SEA,1628,1.0,1.0,45.0
1255,927,2,18,4,DTW,JFK,2158,0.0,0.0,-3.0
1256,991,2,18,4,ATL,DTW,1420,0.0,0.0,1.0
1257,1067,2,18,4,ATL,MSP,2257,1.0,0.0,16.0
1258,1122,2,18,4,MSP,ATL,1056,1.0,0.0,17.0
1259,1224,2,18,4,ATL,DTW,1825,0.0,0.0,-1.0
1260,1291,2,18,4,SEA,ATL,1623,0.0,0.0,-1.0
1261,1451,2,18,4,ATL,MSP,2357,0.0,0.0,0.0
1262,1474,2,18,4,DTW,ATL,1416,1.0,0.0,17.0
1263,1549,2,18,4,MSP,ATL,2119,0.0,0.0,0.0
1264,1224,2,19,5,ATL,DTW,1825,1.0,1.0,69.0
1265,1291,2,19,5,SEA,ATL,1623,0.0,0.0,3.0
1266,1991,2,15,1,MSP,ATL,858,1.0,1.0,25.0
1267,2039,2,15,1,ATL,SEA,1114,0.0,0.0,0.0
1268,1650,2,18,4,DTW,MSP,830,0.0,0.0,-4.0
1269,1768,2,18,4,SEA,MSP,1336,0.0,0.0,-6.0
1270,1852,2,18,4,ATL,SEA,1327,0.0,0.0,5.0
1271,1975,2,18,4,MSP,ATL,1443,0.0,0.0,-6.0
1272,2028,2,18,4,MSP,DTW,1305,0.0,0.0,-7.0
1273,2074,2,18,4,ATL,MSP,1935,0.0,0.0,-2.0
1274,2188,2,18,4,ATL,SEA,1918,0.0,0.0,0.0
1275,2283,2,18,4,DTW,ATL,824,0.0,0.0,-2.0
1276,2440,2,18,4,SEA,MSP,611,0.0,0.0,-7.0
1277,2032,2,19,5,MSP,JFK,1045,0.0,0.0,5.0
1278,2097,2,19,5,DTW,ATL,1602,0.0,0.0,-6.0
1279,2188,2,19,5,ATL,SEA,1918,0.0,0.0,1.0
1280,2283,2,19,5,DTW,ATL,824,0.0,0.0,-2.0
1281,2834,2,17,3,MSP,SEA,854,0.0,1.0,1.0
1282,281,2,18,4,DTW,SEA,1055,0.0,0.0,-2.0
1283,423,2,18,4,JFK,ATL,1609,1.0,0.0,22.0
1284,449,2,18,4,JFK,ATL,1104,0.0,0.0,-7.0
1285,485,2,18,4,JFK,SEA,2006,0.0,0.0,-1.0
1286,588,2,18,4,SEA,MSP,1655,0.0,0.0,0.0
1287,630,2,18,4,DTW,ATL,2003,0.0,0.0,-3.0
1288,674,2,18,4,MSP,ATL,1957,0.0,0.0,-3.0
1289,748,2,18,4,ATL,DTW,1255,0.0,0.0,4.0
1290,2794,2,18,4,DTW,ATL,940,0.0,0.0,5.0
1291,2834,2,18,4,MSP,SEA,854,0.0,0.0,-3.0
1292,87,2,19,5,DTW,MSP,1655,0.0,0.0,-1.0
1293,423,2,19,5,JFK,ATL,1609,0.0,0.0,-2.0
1294,454,2,19,5,JFK,MSP,1345,0.0,0.0,-3.0
1295,588,2,19,5,SEA,MSP,1655,0.0,0.0,-1.0
1296,653,2,19,5,MSP,ATL,2300,0.0,0.0,1.0
1297,721,2,19,5,ATL,MSP,1835,0.0,0.0,-4.0
1298,774,2,19,5,MSP,DTW,2244,0.0,0.0,-8.0
1299,888,2,19,5,ATL,MSP,2134,0.0,0.0,0.0
1300,955,2,19,5,DTW,SEA,1439,0.0,0.0,9.0
1301,996,2,19,5,ATL,JFK,1211,0.0,0.0,-1.0
1302,1096,2,19,5,DTW,MSP,1310,0.0,0.0,-4.0
1303,1156,2,19,5,ATL,JFK,2007,0.0,0.0,12.0
1304,784,2,20,6,ATL,MSP,1015,0.0,0.0,-2.0
1305,902,2,20,6,ATL,DTW,1711,0.0,0.0,-5.0
1306,996,2,20,6,ATL,JFK,1209,0.0,0.0,2.0
1307,1107,2,20,6,ATL,SEA,2200,0.0,0.0,0.0
1308,1401,2,19,5,DTW,MSP,1115,0.0,0.0,-9.0
1309,1455,2,19,5,ATL,DTW,2115,0.0,0.0,-2.0
1310,1480,2,19,5,SEA,JFK,755,1.0,0.0,25.0
1311,1626,2,19,5,DTW,SEA,2222,1.0,0.0,21.0
1312,1734,2,19,5,MSP,DTW,1445,0.0,0.0,-3.0
1313,1823,2,19,5,SEA,DTW,602,0.0,0.0,1.0
1314,1963,2,19,5,DTW,ATL,2223,0.0,0.0,5.0
1315,2005,2,19,5,ATL,DTW,920,0.0,0.0,10.0
1316,945,2,21,7,MSP,DTW,1115,0.0,0.0,-3.0
1317,996,2,21,7,ATL,JFK,1211,0.0,0.0,-5.0
1318,1096,2,21,7,DTW,MSP,1309,0.0,0.0,0.0
1319,1156,2,21,7,ATL,JFK,2007,0.0,0.0,1.0
1320,1231,2,21,7,ATL,DTW,1545,0.0,0.0,-4.0
1321,1397,2,21,7,MSP,SEA,1600,0.0,0.0,-2.0
1322,1453,2,21,7,SEA,MSP,1209,0.0,0.0,-9.0
1323,1476,2,21,7,DTW,MSP,1448,0.0,0.0,-6.0
1324,1598,2,21,7,SEA,ATL,1359,0.0,0.0,-4.0
1325,2514,2,19,5,ATL,DTW,2252,0.0,0.0,-1.0
1326,2789,2,19,5,JFK,SEA,2232,1.0,0.0,15.0
1327,2821,2,19,5,JFK,ATL,2218,0.0,0.0,9.0
1328,281,2,20,6,DTW,SEA,1052,0.0,0.0,14.0
1329,425,2,20,6,JFK,ATL,1828,0.0,0.0,10.0
1330,478,2,20,6,ATL,JFK,1421,1.0,1.0,20.0
1331,629,2,20,6,ATL,DTW,1110,1.0,1.0,22.0
1332,674,2,20,6,MSP,ATL,1956,0.0,0.0,7.0
1333,1975,2,20,6,MSP,ATL,1442,0.0,0.0,-3.0
1334,2039,2,20,6,ATL,SEA,1114,0.0,0.0,-4.0
1335,2166,2,20,6,ATL,MSP,1351,0.0,0.0,-2.0
1336,2283,2,20,6,DTW,ATL,822,0.0,0.0,-4.0
1337,2440,2,20,6,SEA,MSP,612,0.0,0.0,-7.0
1338,2610,2,20,6,ATL,MSP,911,0.0,0.0,-2.0
1339,2834,2,20,6,MSP,SEA,851,0.0,0.0,0.0
1340,87,2,21,7,DTW,MSP,1655,0.0,0.0,0.0
1341,354,2,21,7,DTW,ATL,1847,0.0,0.0,-2.0
1342,449,2,21,7,JFK,ATL,1104,0.0,0.0,1.0
1343,485,2,21,7,JFK,SEA,2006,0.0,0.0,-5.0
1344,629,2,21,7,ATL,DTW,1112,0.0,0.0,-6.0
1345,669,2,21,7,MSP,ATL,954,0.0,0.0,1.0
1346,744,2,21,7,MSP,ATL,1335,0.0,0.0,-3.0
1347,793,2,21,7,ATL,SEA,1628,0.0,0.0,10.0
1348,87,2,22,1,DTW,MSP,1655,0.0,0.0,0.0
1349,1290,2,20,6,ATL,DTW,5,0.0,0.0,0.0
1350,1453,2,20,6,SEA,MSP,1206,0.0,0.0,-10.0
1351,1480,2,20,6,SEA,JFK,753,0.0,0.0,-9.0
1352,1598,2,20,6,SEA,ATL,1356,0.0,0.0,0.0
1353,1770,2,20,6,SEA,MSP,2042,0.0,0.0,-1.0
1354,1770,2,21,7,SEA,MSP,2048,0.0,0.0,0.0
1355,1893,2,21,7,DTW,ATL,1040,0.0,0.0,0.0
1356,1987,2,21,7,ATL,JFK,1740,0.0,0.0,-3.0
1357,2032,2,21,7,MSP,JFK,1045,0.0,0.0,-4.0
1358,2097,2,21,7,DTW,ATL,1602,0.0,0.0,-5.0
1359,2205,2,21,7,JFK,MSP,1843,0.0,0.0,-4.0
1360,2312,2,21,7,MSP,JFK,2130,0.0,0.0,-6.0
1361,2508,2,21,7,SEA,DTW,1430,0.0,0.0,-4.0
1362,2625,2,21,7,DTW,ATL,1233,0.0,0.0,-4.0
1363,423,2,22,1,JFK,ATL,1609,0.0,0.0,-2.0
1364,449,2,22,1,JFK,ATL,1104,0.0,0.0,-5.0
1365,485,2,22,1,JFK,SEA,2006,0.0,0.0,-1.0
1366,629,2,22,1,ATL,DTW,1112,0.0,0.0,12.0
1367,669,2,22,1,MSP,ATL,1008,0.0,0.0,-3.0
1368,744,2,22,1,MSP,ATL,1335,0.0,0.0,4.0
1369,793,2,22,1,ATL,SEA,1628,1.0,0.0,33.0
1370,927,2,22,1,DTW,JFK,2158,0.0,0.0,-3.0
1371,984,2,22,1,ATL,JFK,2313,0.0,0.0,0.0
1372,1055,2,22,1,DTW,MSP,2103,0.0,0.0,0.0
1373,1108,2,22,1,MSP,ATL,1840,0.0,0.0,-2.0
1374,1187,2,22,1,MSP,SEA,1930,0.0,0.0,4.0
1375,1290,2,22,1,ATL,DTW,6,0.0,0.0,0.0
1376,955,2,23,2,DTW,SEA,1439,0.0,0.0,-4.0
1377,996,2,23,2,ATL,JFK,1211,1.0,1.0,44.0
1378,1096,2,23,2,DTW,MSP,1310,0.0,0.0,-7.0
1379,1156,2,23,2,ATL,JFK,2007,0.0,0.0,2.0
1380,1231,2,23,2,ATL,DTW,1545,0.0,0.0,4.0
1381,1397,2,23,2,MSP,SEA,1600,0.0,0.0,-4.0
1382,1455,2,23,2,ATL,DTW,2115,1.0,1.0,24.0
1383,1480,2,23,2,SEA,JFK,755,0.0,0.0,-7.0
1384,1650,2,21,7,DTW,MSP,830,0.0,0.0,-3.0
1385,1397,2,22,1,MSP,SEA,1600,0.0,0.0,-3.0
1386,1453,2,22,1,SEA,MSP,1209,0.0,0.0,-3.0
1387,1476,2,22,1,DTW,MSP,1448,0.0,0.0,-7.0
1388,1589,2,22,1,DTW,MSP,946,0.0,0.0,-3.0
1389,1660,2,22,1,MSP,SEA,2340,0.0,0.0,-1.0
1390,1770,2,22,1,SEA,MSP,2048,0.0,0.0,-4.0
1391,1893,2,22,1,DTW,ATL,1040,0.0,0.0,-4.0
1392,1987,2,22,1,ATL,JFK,1745,0.0,0.0,2.0
1393,2032,2,22,1,MSP,JFK,1045,0.0,0.0,-4.0
1394,2097,2,22,1,DTW,ATL,1602,0.0,0.0,-2.0
1395,2205,2,22,1,JFK,MSP,1843,0.0,0.0,-10.0
1396,86,2,24,3,MSP,DTW,1640,1.0,1.0,23.0
1397,354,2,24,3,DTW,ATL,1847,1.0,1.0,40.0
1398,447,2,24,3,JFK,SEA,1025,0.0,0.0,-1.0
1399,464,2,24,3,JFK,MSP,1345,0.0,0.0,4.0
1400,588,2,24,3,SEA,MSP,1655,0.0,0.0,0.0
1401,653,2,24,3,MSP,ATL,2300,0.0,0.0,-3.0
1402,733,2,24,3,DTW,SEA,1730,1.0,0.0,48.0
1403,784,2,24,3,ATL,MSP,1015,0.0,0.0,-2.0
1404,2802,2,21,7,JFK,MSP,1349,0.0,0.0,-9.0
1405,2846,2,21,7,JFK,SEA,2232,0.0,0.0,-5.0
1406,2350,2,22,1,ATL,JFK,1027,0.0,0.0,-2.0
1407,2514,2,22,1,ATL,DTW,2252,0.0,0.0,-2.0
1408,2794,2,22,1,DTW,ATL,940,1.0,1.0,52.0
1409,2841,2,22,1,JFK,SEA,2232,0.0,0.0,-7.0
1410,281,2,23,2,DTW,SEA,1055,0.0,0.0,-1.0
1411,427,2,23,2,JFK,ATL,1104,0.0,0.0,-2.0
1412,464,2,23,2,JFK,MSP,1345,0.0,0.0,1.0
1413,557,2,23,2,MSP,DTW,927,0.0,0.0,-1.0
1414,630,2,23,2,DTW,ATL,2003,0.0,0.0,-4.0
1415,721,2,23,2,MSP,ATL,2258,0.0,0.0,-4.0
1416,774,2,23,2,MSP,DTW,2244,0.0,0.0,-11.0
1417,888,2,23,2,ATL,MSP,2134,0.0,0.0,0.0
1418,1436,2,24,3,DTW,MSP,1837,1.0,0.0,36.0
1419,1473,2,24,3,SEA,JFK,1940,1.0,1.0,41.0
1420,1537,2,24,3,SEA,DTW,1655,0.0,0.0,0.0
1421,1626,2,24,3,DTW,SEA,2222,0.0,0.0,11.0
1422,1734,2,24,3,MSP,DTW,1445,0.0,1.0,11.0
1423,1823,2,24,3,SEA,DTW,602,0.0,0.0,4.0
1424,1893,2,23,2,DTW,ATL,1040,0.0,0.0,-1.0
1425,1987,2,23,2,ATL,JFK,1735,0.0,0.0,2.0
1426,2032,2,23,2,MSP,JFK,1045,0.0,0.0,-3.0
1427,2166,2,23,2,ATL,MSP,1354,0.0,0.0,0.0
1428,2221,2,23,2,MSP,SEA,1320,0.0,0.0,-2.0
1429,2350,2,23,2,ATL,JFK,1027,0.0,0.0,-1.0
1430,2514,2,23,2,ATL,DTW,2252,0.0,0.0,0.0
1431,2794,2,23,2,DTW,ATL,940,0.0,0.0,0.0
1432,2283,2,24,3,DTW,ATL,824,0.0,0.0,-5.0
1433,2817,2,25,4,JFK,DTW,1130,0.0,0.0,-5.0
1434,52,2,26,5,DTW,MSP,946,0.0,0.0,-4.0
1435,281,2,26,5,DTW,SEA,1055,0.0,0.0,-3.0
1436,425,2,26,5,JFK,ATL,1830,0.0,0.0,-2.0
1437,464,2,26,5,JFK,MSP,1345,0.0,0.0,1.0
1438,588,2,26,5,SEA,MSP,1655,0.0,0.0,-2.0
1439,653,2,26,5,MSP,ATL,2300,0.0,0.0,-4.0
1440,721,2,26,5,ATL,MSP,1826,0.0,0.0,-5.0
1441,774,2,26,5,MSP,DTW,2244,0.0,0.0,-5.0
1442,1893,2,24,3,DTW,ATL,1040,0.0,1.0,1.0
1443,1987,2,24,3,ATL,JFK,1745,1.0,0.0,16.0
1444,2032,2,24,3,MSP,JFK,1045,0.0,0.0,-1.0
1445,2166,2,24,3,ATL,MSP,1354,1.0,0.0,34.0
1446,2221,2,24,3,MSP,SEA,1323,0.0,0.0,-1.0
1447,1823,2,25,4,SEA,DTW,602,0.0,0.0,0.0
1448,1963,2,25,4,DTW,ATL,2223,0.0,0.0,9.0
1449,2005,2,25,4,ATL,DTW,920,0.0,1.0,12.0
1450,2065,2,25,4,ATL,MSP,1540,0.0,0.0,6.0
1451,2180,2,25,4,ATL,MSP,1649,0.0,0.0,-1.0
1452,2260,2,25,4,SEA,ATL,1828,0.0,0.0,0.0
1453,2430,2,25,4,SEA,ATL,645,0.0,0.0,-1.0
1454,2604,2,25,4,SEA,MSP,1834,0.0,0.0,1.0
1455,1401,2,26,5,DTW,MSP,1115,0.0,0.0,-6.0
1456,1455,2,26,5,ATL,DTW,2115,0.0,0.0,-2.0
1457,1598,2,23,2,SEA,ATL,1359,0.0,0.0,0.0
1458,1722,2,23,2,SEA,JFK,1532,0.0,0.0,-4.0
1459,902,2,25,4,ATL,DTW,1655,0.0,0.0,6.0
1460,984,2,25,4,ATL,JFK,2313,0.0,0.0,13.0
1461,996,2,25,4,ATL,JFK,1211,0.0,0.0,-1.0
1462,1067,2,25,4,ATL,MSP,2257,0.0,0.0,-2.0
1463,1122,2,25,4,MSP,ATL,1056,0.0,0.0,-7.0
1464,1224,2,25,4,ATL,DTW,1825,0.0,0.0,1.0
1465,1291,2,25,4,SEA,ATL,1623,0.0,0.0,-2.0
1466,1451,2,25,4,ATL,MSP,2357,0.0,0.0,-2.0
1467,1474,2,25,4,DTW,ATL,1416,0.0,0.0,6.0
1468,1549,2,25,4,MSP,ATL,2119,0.0,0.0,6.0
1469,1650,2,25,4,DTW,MSP,830,0.0,0.0,1.0
1470,2166,2,26,5,ATL,MSP,1354,1.0,1.0,88.0
1471,2221,2,26,5,MSP,SEA,1320,1.0,1.0,171.0
1472,2348,2,26,5,ATL,JFK,2202,0.0,0.0,4.0
1473,1480,2,26,5,SEA,JFK,755,0.0,0.0,-11.0
1474,1626,2,26,5,DTW,SEA,2222,0.0,0.0,-4.0
1475,1734,2,26,5,MSP,DTW,1445,0.0,0.0,-1.0
1476,1823,2,26,5,SEA,DTW,602,0.0,0.0,0.0
1477,1963,2,26,5,DTW,ATL,2223,1.0,1.0,256.0
1478,2005,2,26,5,ATL,DTW,920,1.0,1.0,52.0
1479,2065,2,26,5,ATL,MSP,1540,0.0,0.0,-2.0
1480,991,2,27,6,ATL,DTW,1418,0.0,0.0,12.0
1481,1096,2,27,6,DTW,MSP,1313,0.0,0.0,0.0
1482,1122,2,27,6,MSP,ATL,1053,0.0,0.0,-1.0
1483,1291,2,27,6,SEA,ATL,1622,0.0,0.0,-4.0
1484,1455,2,27,6,ATL,DTW,2114,0.0,0.0,4.0
1485,1537,2,27,6,SEA,DTW,1719,0.0,0.0,-2.0
1486,1626,2,27,6,DTW,SEA,2217,0.0,0.0,-1.0
1487,1852,2,27,6,ATL,SEA,1323,0.0,0.0,0.0
1488,927,2,26,5,DTW,JFK,2158,0.0,0.0,-1.0
1489,984,2,26,5,ATL,JFK,2313,1.0,1.0,70.0
1490,1055,2,26,5,DTW,MSP,2103,0.0,0.0,-5.0
1491,1108,2,26,5,MSP,ATL,1840,0.0,0.0,-2.0
1492,1187,2,26,5,MSP,SEA,1930,0.0,0.0,-1.0
1493,1290,2,26,5,ATL,DTW,6,0.0,0.0,-1.0
1494,2180,2,27,6,ATL,MSP,1645,0.0,0.0,-3.0
1495,2347,2,27,6,SEA,ATL,1827,0.0,0.0,-5.0
1496,2508,2,27,6,SEA,DTW,1427,0.0,0.0,7.0
1497,2794,2,27,6,DTW,ATL,937,0.0,0.0,-2.0
1498,52,2,28,7,DTW,MSP,946,0.0,0.0,0.0
1499,281,2,28,7,DTW,SEA,1055,0.0,0.0,-2.0
1500,423,2,28,7,JFK,ATL,1609,0.0,0.0,-4.0
1501,449,2,28,7,JFK,ATL,902,0.0,0.0,-1.0
1502,478,2,28,7,ATL,JFK,1424,0.0,0.0,7.0
1503,589,2,28,7,MSP,SEA,1042,1.0,0.0,17.0
1504,668,2,28,7,MSP,ATL,1640,0.0,0.0,-6.0
1505,733,2,28,7,DTW,SEA,1730,0.0,0.0,-3.0
1506,784,2,28,7,ATL,MSP,1015,0.0,0.0,-2.0
1507,902,2,28,7,ATL,DTW,1655,0.0,0.0,-1.0
1508,984,2,28,7,ATL,JFK,2313,0.0,0.0,0.0
1509,447,2,29,1,JFK,SEA,1025,0.0,0.0,-5.0
1510,485,2,29,1,JFK,SEA,2006,0.0,0.0,5.0
1511,629,2,29,1,ATL,DTW,1112,0.0,0.0,4.0
1512,2514,2,26,5,ATL,DTW,2252,0.0,0.0,14.0
1513,2789,2,26,5,JFK,SEA,2232,0.0,0.0,-8.0
1514,2821,2,26,5,JFK,ATL,2218,0.0,0.0,-2.0
1515,281,2,27,6,DTW,SEA,1052,0.0,0.0,-7.0
1516,427,2,27,6,JFK,ATL,2009,0.0,0.0,-1.0
1517,478,2,27,6,ATL,JFK,1421,0.0,0.0,-3.0
1518,629,2,27,6,ATL,DTW,1110,0.0,0.0,-1.0
1519,674,2,27,6,MSP,ATL,1956,0.0,0.0,-2.0
1520,784,2,27,6,ATL,MSP,1015,0.0,0.0,-1.0
1521,902,2,27,6,ATL,DTW,1711,0.0,0.0,4.0
1522,1051,2,28,7,ATL,MSP,1230,0.0,0.0,-2.0
1523,1107,2,28,7,ATL,SEA,2204,0.0,0.0,-2.0
1524,1166,2,28,7,DTW,ATL,2118,0.0,0.0,-3.0
1525,1267,2,28,7,ATL,DTW,1935,0.0,0.0,14.0
1526,1401,2,28,7,DTW,MSP,1111,0.0,0.0,-2.0
1527,1455,2,28,7,ATL,DTW,2115,0.0,0.0,-2.0
1528,1480,2,28,7,SEA,JFK,755,0.0,0.0,-4.0
1529,1626,2,28,7,DTW,SEA,2222,0.0,0.0,6.0
1530,1734,2,28,7,MSP,DTW,1437,0.0,0.0,2.0
1531,1852,2,28,7,ATL,SEA,1327,1.0,1.0,73.0
1532,1987,2,27,6,ATL,JFK,1743,0.0,0.0,-1.0
1533,2065,2,27,6,ATL,MSP,1537,0.0,0.0,3.0
1534,1963,2,28,7,DTW,ATL,2223,0.0,0.0,-7.0
1535,2005,2,28,7,ATL,DTW,920,0.0,0.0,0.0
1536,2065,2,28,7,ATL,MSP,1540,0.0,0.0,-4.0
1537,2188,2,28,7,ATL,SEA,1918,0.0,0.0,3.0
1538,2283,2,28,7,DTW,ATL,824,0.0,0.0,-6.0
1539,2440,2,28,7,SEA,MSP,611,0.0,0.0,-7.0
1540,2610,2,28,7,ATL,MSP,913,0.0,0.0,-1.0
1541,2817,2,28,7,JFK,DTW,1130,0.0,0.0,-13.0
1542,87,2,29,1,DTW,MSP,1655,0.0,0.0,-2.0
1543,2430,2,29,1,SEA,ATL,645,0.0,0.0,-6.0
1544,2604,2,29,1,SEA,MSP,1834,1.0,0.0,31.0
1545,2794,2,29,1,DTW,ATL,940,0.0,0.0,-2.0
1546,668,2,29,1,MSP,ATL,1640,0.0,0.0,-5.0
1547,733,2,29,1,DTW,SEA,1730,0.0,0.0,-2.0
1548,784,2,29,1,ATL,MSP,1015,1.0,0.0,16.0
1549,902,2,29,1,ATL,DTW,1655,0.0,0.0,-1.0
1550,973,2,29,1,SEA,DTW,2114,0.0,0.0,-2.0
1551,1051,2,29,1,ATL,MSP,1230,0.0,0.0,-2.0
1552,1107,2,29,1,ATL,SEA,2204,0.0,0.0,0.0
1553,1166,2,29,1,DTW,ATL,2118,0.0,0.0,-8.0
1554,1267,2,29,1,ATL,DTW,1935,0.0,0.0,-1.0
1555,1401,2,29,1,DTW,MSP,1115,0.0,0.0,-4.0
1556,1455,2,29,1,ATL,DTW,2115,0.0,0.0,3.0
1557,1480,2,29,1,SEA,JFK,755,0.0,0.0,-5.0
1558,1598,2,29,1,SEA,ATL,1359,0.0,0.0,-4.0
1559,1722,2,29,1,SEA,JFK,1532,0.0,0.0,-4.0
1560,1815,2,29,1,MSP,ATL,1235,0.0,0.0,-4.0
1561,1929,2,29,1,SEA,ATL,2215,0.0,0.0,0.0
1562,1991,2,29,1,MSP,ATL,858,0.0,0.0,-6.0
1563,2039,2,29,1,ATL,SEA,1114,0.0,0.0,2.0
1564,2139,2,29,1,JFK,ATL,1104,0.0,0.0,-2.0
1565,2205,2,29,1,JFK,MSP,1843,0.0,0.0,0.0
1566,2312,2,29,1,MSP,JFK,2130,0.0,0.0,-3.0
1567,2508,2,24,3,SEA,DTW,1430,1.0,1.0,46.0
1568,2625,2,24,3,DTW,ATL,1233,1.0,1.0,33.0
1569,2834,2,24,3,MSP,SEA,854,0.0,0.0,-3.0
1570,281,2,25,4,DTW,SEA,1055,0.0,0.0,-5.0
1571,423,2,25,4,JFK,ATL,1609,0.0,0.0,11.0
1572,449,2,25,4,JFK,ATL,902,0.0,0.0,-1.0
1573,464,2,25,4,JFK,MSP,1345,0.0,0.0,1.0
1574,588,2,25,4,SEA,MSP,1655,0.0,0.0,-4.0
1575,653,2,25,4,MSP,ATL,2300,0.0,0.0,-1.0
1576,721,2,25,4,ATL,MSP,1835,0.0,0.0,0.0
1577,774,2,25,4,MSP,DTW,2244,0.0,0.0,-4.0
1578,888,2,25,4,ATL,MSP,2134,0.0,0.0,9.0
1579,1461,2,9,2,DTW,SEA,1430,0.0,0.0,-4.0
1580,1593,2,9,2,SEA,ATL,653,0.0,0.0,2.0
1581,1707,2,9,2,DTW,MSP,945,0.0,0.0,1.0
1582,1770,2,9,2,SEA,MSP,2048,0.0,0.0,-4.0
1583,1542,2,10,3,SEA,JFK,723,0.0,0.0,-2.0
1584,1651,2,10,3,DTW,SEA,2221,0.0,0.0,6.0
1585,1770,2,10,3,SEA,MSP,2048,0.0,0.0,-4.0
1586,1840,2,10,3,MSP,DTW,2044,0.0,0.0,9.0
1587,1991,2,10,3,MSP,ATL,857,0.0,0.0,-5.0
1588,2074,2,10,3,ATL,MSP,1925,0.0,0.0,-1.0
1589,2221,2,10,3,MSP,SEA,1322,0.0,0.0,-1.0
1590,2287,2,10,3,ATL,MSP,2357,0.0,0.0,-2.0
1591,2393,2,10,3,ATL,DTW,2116,0.0,0.0,5.0
1592,1461,2,3,3,DTW,SEA,1430,0.0,0.0,-3.0
1593,1593,2,3,3,SEA,ATL,653,0.0,0.0,-1.0
1594,1715,2,3,3,DTW,ATL,1229,0.0,0.0,6.0
1595,1782,2,3,3,DTW,SEA,1710,0.0,0.0,-1.0
1596,1852,2,3,3,ATL,SEA,1351,1.0,0.0,30.0
1597,2005,2,3,3,ATL,DTW,922,0.0,0.0,0.0
1598,1975,2,17,3,MSP,ATL,1443,0.0,0.0,-4.0
1599,2028,2,17,3,MSP,DTW,1305,0.0,0.0,-4.0
1600,2097,2,17,3,DTW,ATL,1602,0.0,0.0,0.0
1601,945,2,24,3,MSP,DTW,1115,0.0,1.0,-2.0
1602,991,2,24,3,ATL,DTW,1420,1.0,1.0,47.0
1603,1067,2,24,3,ATL,MSP,2257,0.0,0.0,-4.0
1604,1096,2,24,3,DTW,MSP,1310,0.0,0.0,-3.0
1605,1156,2,24,3,ATL,JFK,2007,1.0,1.0,320.0
1606,1231,2,24,3,ATL,DTW,1545,1.0,1.0,38.0
1607,1795,2,1,1,ATL,JFK,2014,0.0,0.0,-2.0
1608,8,2,1,1,MSP,ATL,2105,0.0,0.0,1.0
1609,281,2,1,1,DTW,SEA,1100,0.0,0.0,-4.0
1610,427,2,1,1,JFK,SEA,1020,0.0,0.0,1.0
1611,494,2,1,1,JFK,ATL,1055,0.0,0.0,-7.0
1612,557,2,1,1,MSP,DTW,921,0.0,0.0,2.0
1613,630,2,1,1,DTW,ATL,1954,0.0,0.0,-8.0
1614,783,2,1,1,MSP,ATL,948,0.0,0.0,1.0
1615,822,2,1,1,SEA,DTW,1415,1.0,0.0,20.0
1616,866,2,1,1,ATL,MSP,1540,0.0,0.0,0.0
1617,2794,2,1,1,DTW,ATL,946,0.0,0.0,0.0
1618,2834,2,1,1,MSP,SEA,855,0.0,0.0,-5.0
1619,86,2,2,2,MSP,DTW,1637,1.0,1.0,124.0
1620,423,2,2,2,JFK,ATL,1600,0.0,0.0,-7.0
1621,426,2,2,2,JFK,ATL,850,0.0,0.0,-1.0
1622,444,2,2,2,JFK,MSP,1344,0.0,1.0,10.0
1623,485,2,2,2,JFK,SEA,1945,0.0,0.0,-6.0
1624,588,2,2,2,SEA,MSP,1654,1.0,0.0,60.0
1625,589,2,2,2,MSP,SEA,1100,0.0,0.0,-3.0
1626,780,2,2,2,MSP,DTW,1305,0.0,0.0,9.0
1627,822,2,2,2,SEA,DTW,1415,0.0,0.0,-5.0
1628,866,2,2,2,ATL,MSP,1540,1.0,0.0,358.0
1629,875,2,2,2,ATL,JFK,1744,1.0,0.0,19.0
1630,945,2,2,2,DTW,ATL,1558,0.0,0.0,-4.0
1631,987,2,2,2,SEA,DTW,615,0.0,0.0,-4.0
1632,1096,2,2,2,DTW,MSP,1313,0.0,1.0,7.0
1633,1145,2,2,2,ATL,DTW,1824,0.0,0.0,1.0
1634,1187,2,2,2,MSP,SEA,1928,0.0,0.0,-1.0
1635,1267,2,2,2,ATL,DTW,1934,0.0,0.0,-4.0
1636,1991,2,1,1,MSP,ATL,857,0.0,0.0,-2.0
1637,2074,2,1,1,ATL,MSP,1925,0.0,0.0,0.0
1638,2221,2,1,1,MSP,SEA,1322,0.0,0.0,-5.0
1639,2287,2,1,1,ATL,MSP,2357,0.0,0.0,-7.0
