,FL_NUM,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN,DEST,CRS_ARR_TIME,DEP_DEL15,ARR_DEL15,DEP_DELAY
5020,725,6,22,3,DTW,ATL,1853,0.0,0.0,0.0
5021,748,6,22,3,ATL,DTW,1301,1.0,1.0,253.0
5022,785,6,22,3,MSP,ATL,1654,0.0,0.0,-1.0
5023,841,6,22,3,DTW,MSP,1300,0.0,0.0,-2.0
5024,902,6,22,3,ATL,DTW,1709,0.0,0.0,-2.0
5025,971,6,22,3,MSP,DTW,1300,0.0,0.0,-4.0
5026,991,6,22,3,ATL,DTW,1414,0.0,0.0,-6.0
5027,1122,6,22,3,MSP,ATL,1057,0.0,0.0,-3.0
5028,1246,6,22,3,SEA,ATL,2240,0.0,0.0,-1.0
5029,1588,6,22,3,SEA,ATL,621,1.0,1.0,38.0
5030,1650,6,22,3,DTW,MSP,750,1.0,1.0,79.0
5031,1768,6,22,3,SEA,MSP,1337,0.0,0.0,-5.0
5032,1823,6,22,3,DTW,SEA,2144,0.0,1.0,-4.0
5033,1991,6,22,3,MSP,ATL,845,0.0,0.0,-9.0
5034,2263,6,23,4,DTW,SEA,1949,0.0,0.0,0.0
5035,2329,6,23,4,ATL,SEA,1625,0.0,0.0,-5.0
5036,2440,6,23,4,SEA,MSP,558,0.0,0.0,-1.0
5037,2580,6,23,4,ATL,MSP,2344,1.0,1.0,42.0
5038,2795,6,23,4,ATL,DTW,1831,0.0,0.0,-3.0
5039,2815,6,23,4,SEA,ATL,721,1.0,1.0,22.0
5040,2839,6,23,4,JFK,SEA,2226,1.0,1.0,39.0
5041,43,6,24,5,JFK,ATL,1815,0.0,0.0,-6.0
5042,281,6,24,5,DTW,SEA,1029,0.0,0.0,-6.0
5043,420,6,24,5,ATL,JFK,1614,1.0,1.0,125.0
5044,462,6,24,5,JFK,SEA,1353,0.0,0.0,-2.0
5045,483,6,24,5,JFK,SEA,2031,0.0,0.0,-1.0
5046,495,6,24,5,JFK,ATL,1346,0.0,0.0,-4.0
5047,2329,6,22,3,ATL,SEA,1625,0.0,0.0,-3.0
5048,2440,6,22,3,SEA,MSP,558,0.0,0.0,-6.0
5049,2580,6,22,3,ATL,MSP,2344,0.0,0.0,11.0
5050,2604,6,22,3,JFK,MSP,2053,0.0,0.0,-6.0
5051,2802,6,22,3,ATL,DTW,2301,0.0,0.0,7.0
5052,2816,6,22,3,JFK,MSP,1817,0.0,0.0,12.0
5053,16,6,23,4,SEA,ATL,1844,0.0,0.0,-3.0
5054,52,6,23,4,DTW,MSP,926,0.0,0.0,0.0
5055,281,6,23,4,DTW,SEA,1029,0.0,1.0,0.0
5056,420,6,23,4,ATL,JFK,1614,1.0,1.0,42.0
5057,678,6,24,5,DTW,ATL,2231,0.0,0.0,-4.0
5058,742,6,24,5,ATL,MSP,1344,1.0,1.0,28.0
5059,783,6,24,5,MSP,ATL,946,0.0,0.0,-9.0
5060,815,6,24,5,MSP,DTW,2212,0.0,0.0,-3.0
5061,888,6,24,5,ATL,MSP,1601,0.0,0.0,-2.0
5062,946,6,24,5,MSP,DTW,1357,0.0,0.0,-3.0
5063,984,6,24,5,ATL,JFK,2329,0.0,0.0,12.0
5064,1108,6,24,5,MSP,ATL,1833,0.0,0.0,-5.0
5065,1187,6,24,5,MSP,SEA,2009,0.0,0.0,-6.0
5066,1290,6,24,5,ATL,DTW,12,1.0,0.0,15.0
5067,1375,6,24,5,ATL,SEA,2327,0.0,0.0,-4.0
5068,1476,6,23,4,DTW,MSP,1435,0.0,0.0,-1.0
5069,1588,6,23,4,SEA,ATL,621,1.0,1.0,54.0
5070,1650,6,23,4,DTW,MSP,750,1.0,1.0,49.0
5071,1768,6,23,4,SEA,MSP,1337,0.0,0.0,0.0
5072,1823,6,23,4,DTW,SEA,2144,0.0,0.0,0.0
5073,1991,6,23,4,MSP,ATL,845,0.0,0.0,-5.0
5074,2188,6,23,4,ATL,SEA,1854,0.0,0.0,-1.0
5075,2214,6,23,4,MSP,JFK,2130,0.0,1.0,-3.0
5076,1588,6,24,5,SEA,ATL,621,0.0,0.0,3.0
5077,1650,6,24,5,DTW,MSP,750,0.0,0.0,-2.0
5078,1768,6,24,5,SEA,MSP,1337,0.0,0.0,9.0
5079,1823,6,24,5,DTW,SEA,2144,0.0,0.0,3.0
5080,1991,6,24,5,MSP,ATL,845,0.0,0.0,-6.0
5081,526,6,24,5,ATL,MSP,2234,0.0,0.0,-3.0
5082,589,6,24,5,MSP,SEA,1300,1.0,1.0,63.0
5083,2424,6,24,5,SEA,DTW,2115,1.0,0.0,47.0
5084,2547,6,24,5,SEA,MSP,4,0.0,0.0,14.0
5085,2795,6,24,5,ATL,DTW,1831,0.0,0.0,-3.0
5086,2815,6,24,5,SEA,ATL,721,0.0,0.0,14.0
5087,2839,6,24,5,JFK,SEA,2226,0.0,1.0,10.0
5088,43,6,25,6,JFK,ATL,1811,0.0,0.0,0.0
5089,281,6,25,6,DTW,SEA,1028,0.0,0.0,5.0
5090,431,6,25,6,JFK,ATL,1622,0.0,0.0,10.0
5091,446,6,25,6,ATL,JFK,1941,0.0,0.0,-6.0
5092,498,6,25,6,ATL,DTW,952,0.0,0.0,-4.0
5093,629,6,25,6,ATL,DTW,1054,0.0,0.0,4.0
5094,742,6,25,6,ATL,MSP,1341,0.0,0.0,-3.0
5095,784,6,25,6,ATL,MSP,1014,0.0,0.0,-3.0
5096,841,6,25,6,DTW,MSP,1309,0.0,0.0,3.0
5097,896,6,25,6,DTW,JFK,2149,0.0,0.0,-3.0
5098,971,6,25,6,MSP,DTW,1255,0.0,0.0,1.0
5099,490,6,26,7,JFK,MSP,1312,0.0,0.0,-6.0
5100,526,6,26,7,ATL,MSP,2234,1.0,1.0,120.0
5101,589,6,26,7,MSP,SEA,1300,1.0,1.0,43.0
5102,678,6,26,7,DTW,ATL,2231,1.0,1.0,111.0
5103,742,6,26,7,ATL,MSP,1344,0.0,0.0,-1.0
5104,783,6,26,7,MSP,ATL,946,0.0,0.0,-7.0
5105,815,6,26,7,MSP,DTW,2212,0.0,0.0,-3.0
5106,888,6,26,7,ATL,MSP,1601,0.0,1.0,-1.0
5107,946,6,26,7,MSP,DTW,1357,1.0,0.0,32.0
5108,987,6,26,7,ATL,MSP,1229,0.0,0.0,7.0
5109,1109,6,26,7,SEA,JFK,2318,0.0,0.0,1.0
5110,2205,6,24,5,MSP,JFK,1359,0.0,0.0,-4.0
5111,2221,6,24,5,MSP,SEA,1045,0.0,0.0,1.0
5112,2309,6,24,5,ATL,SEA,1004,0.0,0.0,-2.0
5113,2350,6,24,5,ATL,JFK,1029,0.0,0.0,-4.0
5114,2048,6,25,6,SEA,JFK,1611,0.0,0.0,-2.0
5115,2210,6,25,6,SEA,DTW,711,0.0,1.0,-6.0
5116,2237,6,25,6,JFK,ATL,2014,1.0,1.0,70.0
5117,2329,6,25,6,ATL,SEA,1623,0.0,0.0,-8.0
5118,2460,6,25,6,SEA,DTW,1911,1.0,1.0,16.0
5119,2784,6,25,6,JFK,DTW,1130,1.0,0.0,47.0
5120,2815,6,25,6,SEA,ATL,720,0.0,0.0,0.0
5121,2831,6,25,6,JFK,MSP,2048,1.0,0.0,23.0
5122,43,6,26,7,JFK,ATL,1815,0.0,0.0,-1.0
5123,220,6,26,7,JFK,ATL,2217,1.0,1.0,58.0
5124,379,6,26,7,SEA,DTW,1429,0.0,0.0,-4.0
5125,446,6,26,7,ATL,JFK,1941,1.0,0.0,18.0
5126,478,6,26,7,MSP,JFK,1745,0.0,0.0,-5.0
5127,1598,6,26,7,SEA,ATL,1522,0.0,0.0,-1.0
5128,1608,6,26,7,ATL,DTW,1602,1.0,1.0,19.0
5129,1750,6,26,7,SEA,ATL,2014,0.0,0.0,5.0
5130,1473,6,24,5,SEA,JFK,1945,0.0,0.0,-2.0
5131,1529,6,24,5,ATL,JFK,1429,0.0,0.0,-3.0
5132,984,6,25,6,ATL,JFK,2326,0.0,0.0,2.0
5133,1108,6,25,6,MSP,ATL,1829,0.0,0.0,-5.0
5134,1187,6,25,6,MSP,SEA,1945,1.0,1.0,29.0
5135,1290,6,25,6,ATL,DTW,12,0.0,0.0,4.0
5136,1417,6,25,6,ATL,DTW,2148,0.0,0.0,-6.0
5137,1476,6,25,6,DTW,MSP,1422,1.0,1.0,71.0
5138,1598,6,25,6,SEA,ATL,1520,0.0,0.0,-6.0
5139,1668,6,25,6,MSP,DTW,1615,0.0,0.0,-4.0
5140,1786,6,25,6,DTW,ATL,2148,0.0,0.0,-1.0
5141,1914,6,25,6,DTW,MSP,2111,0.0,0.0,-2.0
5142,2460,6,26,7,SEA,DTW,1914,1.0,0.0,36.0
5143,2610,6,26,7,ATL,MSP,905,0.0,1.0,6.0
5144,2812,6,26,7,ATL,MSP,1941,1.0,1.0,58.0
5145,2827,6,26,7,ATL,MSP,2117,1.0,1.0,67.0
5146,42,6,27,1,ATL,JFK,1759,1.0,1.0,45.0
5147,2604,6,21,2,JFK,MSP,2053,0.0,0.0,3.0
5148,2802,6,21,2,ATL,DTW,2301,1.0,1.0,15.0
5149,2818,6,21,2,ATL,MSP,1645,0.0,1.0,-3.0
5150,17,6,22,3,ATL,SEA,1437,1.0,1.0,20.0
5151,87,6,22,3,DTW,MSP,1645,0.0,0.0,-2.0
5152,478,6,23,4,MSP,JFK,1745,1.0,1.0,53.0
5153,491,6,23,4,JFK,ATL,1117,0.0,1.0,-4.0
5154,551,6,23,4,ATL,DTW,1944,0.0,0.0,11.0
5155,630,6,23,4,DTW,ATL,1950,0.0,1.0,2.0
5156,725,6,23,4,DTW,ATL,1853,1.0,0.0,15.0
5157,748,6,23,4,ATL,DTW,1301,1.0,1.0,24.0
5158,785,6,23,4,MSP,ATL,1654,0.0,0.0,-3.0
5159,841,6,23,4,DTW,MSP,1315,0.0,0.0,11.0
5160,902,6,23,4,ATL,DTW,1709,0.0,0.0,8.0
5161,971,6,23,4,MSP,DTW,1305,0.0,0.0,0.0
5162,991,6,23,4,ATL,DTW,1414,0.0,0.0,-2.0
5163,1122,6,23,4,MSP,ATL,1057,0.0,0.0,-2.0
5164,1255,6,23,4,ATL,SEA,1205,0.0,0.0,8.0
5165,1357,6,23,4,MSP,DTW,2042,0.0,0.0,5.0
5166,1444,6,23,4,SEA,DTW,1304,0.0,0.0,-5.0
5167,2547,6,27,1,SEA,MSP,4,0.0,0.0,3.0
5168,2795,6,27,1,ATL,DTW,1831,0.0,0.0,0.0
5169,2818,6,27,1,ATL,MSP,1645,0.0,0.0,0.0
5170,17,6,28,2,ATL,SEA,1437,0.0,1.0,11.0
5171,1786,6,26,7,DTW,ATL,2155,0.0,0.0,-1.0
5172,1914,6,26,7,DTW,MSP,2115,0.0,0.0,5.0
5173,2037,6,26,7,ATL,MSP,1820,1.0,1.0,40.0
5174,2205,6,26,7,MSP,JFK,1359,0.0,0.0,-3.0
5175,2221,6,26,7,MSP,SEA,1045,0.0,0.0,13.0
5176,2309,6,26,7,ATL,SEA,1004,0.0,0.0,0.0
5177,2350,6,26,7,ATL,JFK,1029,0.0,0.0,4.0
5178,1770,6,27,1,SEA,MSP,2049,1.0,0.0,29.0
5179,1893,6,27,1,DTW,ATL,1028,0.0,0.0,-4.0
5180,2032,6,27,1,MSP,JFK,1054,0.0,0.0,-2.0
5181,2193,6,27,1,MSP,SEA,841,0.0,0.0,4.0
5182,2218,6,27,1,SEA,DTW,1659,0.0,0.0,4.0
5183,2283,6,27,1,DTW,ATL,754,0.0,0.0,-3.0
5184,2339,6,27,1,SEA,ATL,1351,0.0,0.0,10.0
5185,2460,6,27,1,SEA,DTW,1914,0.0,0.0,-5.0
5186,1255,6,26,7,ATL,SEA,1205,0.0,0.0,-2.0
5187,1357,6,26,7,MSP,DTW,2042,0.0,0.0,-3.0
5188,1444,6,26,7,SEA,DTW,1304,0.0,0.0,-2.0
5189,1445,6,26,7,MSP,ATL,1441,0.0,0.0,0.0
5190,888,6,27,1,ATL,MSP,1601,0.0,0.0,-4.0
5191,946,6,27,1,MSP,DTW,1357,0.0,0.0,-6.0
5192,984,6,27,1,ATL,JFK,2329,0.0,0.0,3.0
5193,1108,6,27,1,MSP,ATL,1832,0.0,0.0,-1.0
5194,1187,6,27,1,MSP,SEA,2009,0.0,0.0,-3.0
5195,1290,6,27,1,ATL,DTW,11,0.0,0.0,5.0
5196,1397,6,27,1,MSP,SEA,1638,0.0,0.0,-2.0
5197,1453,6,27,1,SEA,MSP,1208,0.0,0.0,-5.0
5198,1549,6,27,1,MSP,ATL,2116,0.0,0.0,0.0
5199,1640,6,27,1,DTW,ATL,926,1.0,0.0,22.0
5200,1929,6,28,2,DTW,SEA,1339,0.0,0.0,-2.0
5201,2048,6,28,2,SEA,JFK,1604,0.0,0.0,-2.0
5202,53,6,28,2,MSP,DTW,1812,1.0,1.0,24.0
5203,300,6,28,2,MSP,DTW,929,0.0,0.0,1.0
5204,440,6,28,2,JFK,ATL,839,0.0,0.0,-3.0
5205,462,6,28,2,JFK,SEA,1353,0.0,0.0,11.0
5206,486,6,28,2,JFK,SEA,1017,0.0,0.0,11.0
5207,498,6,28,2,ATL,DTW,921,0.0,0.0,0.0
5208,551,6,28,2,ATL,DTW,1944,1.0,1.0,30.0
5209,630,6,28,2,DTW,ATL,1950,0.0,0.0,4.0
5210,725,6,28,2,DTW,ATL,1853,0.0,0.0,-4.0
5211,748,6,28,2,ATL,DTW,1301,1.0,1.0,50.0
5212,785,6,28,2,MSP,ATL,1654,0.0,0.0,-3.0
5213,841,6,28,2,DTW,MSP,1300,0.0,0.0,-2.0
5214,902,6,28,2,ATL,DTW,1705,0.0,1.0,-2.0
5215,971,6,28,2,MSP,DTW,1305,0.0,0.0,8.0
5216,991,6,28,2,ATL,DTW,1414,0.0,0.0,0.0
5217,16,6,29,3,SEA,ATL,1844,1.0,1.0,50.0
5218,86,6,29,3,MSP,DTW,1812,0.0,0.0,0.0
5219,300,6,29,3,MSP,DTW,930,0.0,0.0,-1.0
5220,440,6,29,3,JFK,ATL,839,0.0,0.0,-1.0
5221,462,6,29,3,JFK,SEA,1353,0.0,0.0,-4.0
5222,486,6,29,3,JFK,SEA,1017,0.0,0.0,-1.0
5223,498,6,29,3,ATL,DTW,921,0.0,0.0,0.0
5224,551,6,29,3,ATL,DTW,1942,0.0,0.0,-3.0
5225,630,6,29,3,DTW,ATL,1950,0.0,0.0,-3.0
5226,725,6,29,3,DTW,ATL,1853,0.0,0.0,0.0
5227,748,6,29,3,ATL,DTW,1301,0.0,0.0,8.0
5228,785,6,29,3,MSP,ATL,1654,0.0,0.0,0.0
5229,841,6,29,3,DTW,MSP,1300,0.0,0.0,2.0
5230,902,6,29,3,ATL,DTW,1709,0.0,0.0,0.0
5231,971,6,29,3,MSP,DTW,1300,0.0,0.0,-7.0
5232,991,6,29,3,ATL,DTW,1414,0.0,0.0,0.0
5233,1122,6,29,3,MSP,ATL,1057,0.0,0.0,-4.0
5234,1109,6,28,2,SEA,JFK,2318,0.0,1.0,-3.0
5235,1246,6,28,2,SEA,ATL,2240,0.0,0.0,-2.0
5236,1306,6,28,2,DTW,ATL,1205,0.0,0.0,2.0
5237,1444,6,28,2,SEA,DTW,1304,0.0,0.0,-3.0
5238,1476,6,28,2,DTW,MSP,1435,0.0,0.0,13.0
5239,1598,6,28,2,SEA,ATL,1522,0.0,0.0,-1.0
5240,1668,6,28,2,MSP,DTW,1616,0.0,0.0,-6.0
5241,1770,6,28,2,SEA,MSP,2049,1.0,0.0,34.0
5242,1893,6,28,2,DTW,ATL,1028,0.0,0.0,-2.0
5243,1306,6,29,3,DTW,ATL,1205,1.0,1.0,54.0
5244,1417,6,29,3,ATL,DTW,2050,0.0,0.0,-3.0
5245,1473,6,29,3,SEA,JFK,1945,0.0,0.0,4.0
5246,1588,6,29,3,SEA,ATL,621,1.0,1.0,84.0
5247,1650,6,29,3,DTW,MSP,750,0.0,0.0,0.0
5248,2205,6,28,2,MSP,JFK,1359,0.0,1.0,1.0
5249,2221,6,28,2,MSP,SEA,1045,0.0,0.0,-1.0
5250,2309,6,28,2,ATL,SEA,1004,0.0,1.0,0.0
5251,2350,6,28,2,ATL,JFK,1029,0.0,0.0,-1.0
5252,2536,6,28,2,MSP,SEA,2135,1.0,0.0,17.0
5253,2784,6,28,2,JFK,DTW,1130,0.0,0.0,-5.0
5254,2816,6,28,2,JFK,MSP,1817,1.0,1.0,73.0
5255,379,6,30,4,SEA,DTW,1429,0.0,0.0,-5.0
5256,446,6,30,4,ATL,JFK,1956,0.0,0.0,-2.0
5257,478,6,30,4,MSP,JFK,1745,0.0,0.0,0.0
5258,490,6,30,4,JFK,MSP,1312,0.0,0.0,-4.0
5259,542,6,30,4,DTW,SEA,1556,0.0,0.0,-3.0
5260,629,6,30,4,ATL,DTW,1040,1.0,1.0,72.0
5261,705,6,30,4,DTW,MSP,1852,1.0,1.0,81.0
5262,744,6,30,4,MSP,ATL,1331,0.0,0.0,9.0
5263,784,6,30,4,ATL,MSP,1016,0.0,0.0,4.0
5264,838,6,30,4,MSP,ATL,2259,1.0,1.0,77.0
5265,896,6,30,4,DTW,JFK,2200,0.0,0.0,0.0
5266,962,6,30,4,ATL,SEA,100,1.0,0.0,35.0
5267,984,6,30,4,ATL,JFK,2329,0.0,0.0,-3.0
5268,1108,6,30,4,MSP,ATL,1833,0.0,0.0,7.0
5269,1187,6,29,3,MSP,SEA,2009,0.0,0.0,0.0
5270,2188,6,29,3,ATL,SEA,1854,0.0,0.0,-2.0
5271,2214,6,29,3,MSP,JFK,2130,0.0,0.0,-2.0
5272,2263,6,29,3,DTW,SEA,1949,0.0,0.0,-2.0
5273,2329,6,29,3,ATL,SEA,1625,0.0,0.0,1.0
5274,2440,6,29,3,SEA,MSP,558,0.0,0.0,3.0
5275,2580,6,29,3,ATL,MSP,2344,0.0,0.0,2.0
5276,2802,6,29,3,ATL,DTW,2301,1.0,1.0,50.0
5277,2818,6,29,3,ATL,MSP,1645,0.0,0.0,5.0
5278,17,6,30,4,ATL,SEA,1437,0.0,0.0,2.0
5279,86,6,30,4,MSP,DTW,1812,1.0,0.0,17.0
5280,2193,6,30,4,MSP,SEA,841,0.0,1.0,13.0
5281,2218,6,30,4,SEA,DTW,1659,0.0,0.0,11.0
5282,2283,6,30,4,DTW,ATL,754,0.0,0.0,2.0
5283,2339,6,30,4,SEA,ATL,1351,0.0,0.0,5.0
5284,2460,6,30,4,SEA,DTW,1914,0.0,0.0,-2.0
5285,1750,6,29,3,SEA,ATL,2014,0.0,0.0,13.0
5286,1786,6,29,3,DTW,ATL,2128,0.0,0.0,-2.0
5287,1914,6,29,3,DTW,MSP,2115,1.0,0.0,18.0
5288,2037,6,29,3,ATL,MSP,1820,0.0,0.0,0.0
5289,1444,6,30,4,SEA,DTW,1304,0.0,0.0,-6.0
5290,1476,6,30,4,DTW,MSP,1435,0.0,0.0,0.0
5291,1588,6,30,4,SEA,ATL,621,1.0,1.0,33.0
5292,1650,6,30,4,DTW,MSP,750,0.0,0.0,-4.0
5293,1768,6,30,4,SEA,MSP,1337,0.0,0.0,0.0
5294,1823,6,30,4,DTW,SEA,2144,0.0,0.0,-2.0
5295,1991,6,30,4,MSP,ATL,845,0.0,0.0,-5.0
5296,1241,6,30,4,SEA,MSP,1831,0.0,0.0,-3.0
5297,1291,6,30,4,SEA,ATL,1636,0.0,0.0,-4.0
5298,2784,6,30,4,JFK,DTW,1130,0.0,0.0,-5.0
5299,2812,6,30,4,ATL,MSP,1941,0.0,0.0,-3.0
5300,2827,6,30,4,ATL,MSP,2117,1.0,1.0,63.0
5301,1290,6,3,5,ATL,DTW,21,0.0,0.0,1.0
5302,1357,6,3,5,MSP,DTW,2040,0.0,0.0,-2.0
5303,1401,6,3,5,SEA,DTW,1317,0.0,0.0,-2.0
5304,1473,6,3,5,SEA,JFK,1955,0.0,0.0,9.0
5305,1290,6,9,4,ATL,DTW,12,0.0,0.0,-1.0
5306,1375,6,9,4,ATL,SEA,2327,0.0,0.0,-1.0
5307,1445,6,9,4,MSP,ATL,1442,0.0,0.0,-6.0
5308,1529,6,9,4,ATL,JFK,1429,1.0,0.0,15.0
5309,1598,6,9,4,SEA,ATL,1522,0.0,0.0,-3.0
5310,1668,6,9,4,MSP,DTW,1616,0.0,0.0,-8.0
5311,1770,6,9,4,SEA,MSP,2049,0.0,0.0,11.0
5312,1453,6,15,3,SEA,MSP,1208,0.0,0.0,0.0
5313,1542,6,15,3,SEA,JFK,705,0.0,0.0,9.0
5314,1529,6,21,2,ATL,JFK,1429,0.0,0.0,8.0
5315,1598,6,21,2,SEA,ATL,1522,1.0,0.0,38.0
5316,1668,6,21,2,MSP,DTW,1616,0.0,0.0,0.0
5317,1770,6,21,2,SEA,MSP,2049,1.0,1.0,85.0
5318,1893,6,21,2,DTW,ATL,1028,0.0,0.0,3.0
5319,281,7,1,5,DTW,SEA,1028,1.0,1.0,46.0
5320,356,7,1,5,ATL,MSP,2245,1.0,1.0,60.0
5321,420,7,1,5,ATL,JFK,1618,0.0,0.0,0.0
5322,438,7,1,5,JFK,SEA,1013,0.0,0.0,-7.0
5323,447,7,1,5,JFK,ATL,1334,1.0,1.0,59.0
5324,494,7,1,5,JFK,SEA,2025,1.0,1.0,95.0
5325,588,7,1,5,SEA,MSP,1653,1.0,1.0,73.0
5326,630,7,1,5,DTW,ATL,1959,0.0,0.0,-1.0
5327,725,7,1,5,DTW,ATL,1126,0.0,0.0,-3.0
5328,752,7,1,5,ATL,JFK,1429,0.0,0.0,-2.0
5329,786,7,1,5,DTW,ATL,1605,0.0,0.0,-3.0
5330,1397,7,1,5,MSP,SEA,1642,0.0,0.0,-1.0
5331,1476,7,1,5,DTW,MSP,1437,0.0,0.0,-2.0
5332,1608,7,1,5,ATL,DTW,1548,0.0,0.0,1.0
5333,1750,7,1,5,SEA,ATL,1840,0.0,0.0,-3.0
5334,16,7,1,5,SEA,DTW,1914,0.0,0.0,-8.0
5335,42,7,1,5,ATL,JFK,1805,1.0,0.0,252.0
5336,43,7,1,5,JFK,ATL,1813,1.0,1.0,335.0
5337,109,7,1,5,ATL,MSP,1827,1.0,1.0,21.0
5338,211,7,1,5,JFK,SEA,2221,1.0,1.0,252.0
5339,213,7,1,5,JFK,MSP,2051,1.0,0.0,65.0
5340,2214,7,1,5,MSP,JFK,2132,1.0,1.0,322.0
5341,2253,7,1,5,MSP,SEA,1942,1.0,1.0,52.0
5342,2329,7,1,5,ATL,SEA,1632,0.0,0.0,-6.0
5343,2440,7,1,5,SEA,MSP,602,0.0,0.0,-1.0
5344,2580,7,1,5,ATL,SEA,1420,0.0,0.0,-4.0
5345,2784,7,1,5,JFK,DTW,1119,0.0,0.0,-3.0
5346,2815,7,1,5,SEA,ATL,710,0.0,0.0,0.0
5347,2830,7,1,5,MSP,DTW,1122,0.0,0.0,4.0
5348,23,7,2,6,DTW,MSP,1655,0.0,0.0,0.0
5349,108,7,2,6,MSP,ATL,1650,0.0,0.0,-4.0
5350,177,7,2,6,ATL,MSP,1645,0.0,0.0,0.0
5351,281,7,2,6,DTW,SEA,1027,0.0,0.0,3.0
5352,411,7,2,6,SEA,JFK,1601,1.0,0.0,15.0
5353,422,7,2,6,JFK,ATL,1624,0.0,0.0,4.0
5354,440,7,2,6,JFK,ATL,824,1.0,0.0,26.0
5355,491,7,2,6,JFK,ATL,1049,1.0,1.0,32.0
5356,1815,7,1,5,MSP,ATL,1222,0.0,0.0,-1.0
5357,1943,7,1,5,DTW,ATL,1404,0.0,0.0,-2.0
5358,2039,7,1,5,ATL,SEA,1000,0.0,0.0,-3.0
5359,1768,7,2,6,SEA,MSP,1331,0.0,0.0,-3.0
5360,1893,7,2,6,DTW,ATL,1045,0.0,0.0,-4.0
5361,2005,7,2,6,ATL,DTW,909,0.0,0.0,-1.0
5362,2032,7,2,6,MSP,JFK,1049,0.0,0.0,-1.0
5363,2214,7,2,6,MSP,JFK,2129,0.0,0.0,-1.0
5364,2253,7,2,6,MSP,SEA,1941,0.0,0.0,-3.0
5365,2339,7,2,6,SEA,ATL,830,1.0,1.0,191.0
5366,2547,7,2,6,SEA,MSP,10,0.0,0.0,-2.0
5367,2595,7,2,6,DTW,JFK,1025,0.0,0.0,6.0
5368,2800,7,2,6,SEA,DTW,733,1.0,0.0,20.0
5369,2816,7,2,6,JFK,MSP,1812,1.0,1.0,64.0
5370,2590,7,3,7,SEA,JFK,609,0.0,0.0,-7.0
5371,2791,7,3,7,JFK,SEA,2021,0.0,0.0,3.0
5372,2816,7,3,7,JFK,MSP,1812,0.0,0.0,6.0
5373,16,7,4,1,SEA,DTW,1909,0.0,0.0,-4.0
5374,42,7,4,1,ATL,JFK,1802,0.0,0.0,-5.0
5375,843,7,1,5,ATL,JFK,1255,0.0,0.0,-2.0
5376,896,7,1,5,DTW,JFK,2203,1.0,1.0,178.0
5377,946,7,1,5,MSP,DTW,1359,0.0,0.0,-4.0
5378,984,7,1,5,ATL,JFK,2344,1.0,1.0,415.0
5379,1107,7,1,5,ATL,SEA,2127,0.0,0.0,-3.0
5380,1130,7,1,5,ATL,MSP,2358,1.0,1.0,109.0
5381,1306,7,1,5,DTW,ATL,1156,0.0,0.0,-4.0
5382,624,7,2,6,SEA,ATL,2248,0.0,0.0,3.0
5383,700,7,2,6,SEA,ATL,1534,0.0,0.0,-1.0
5384,752,7,2,6,ATL,JFK,1429,0.0,0.0,-2.0
5385,815,7,2,6,SEA,DTW,1731,0.0,0.0,-1.0
5386,874,7,2,6,DTW,JFK,1358,0.0,0.0,5.0
5387,967,7,2,6,ATL,SEA,1152,0.0,0.0,-2.0
5388,987,7,2,6,ATL,MSP,1218,0.0,0.0,-1.0
5389,1109,7,2,6,SEA,JFK,2313,0.0,0.0,2.0
5390,1232,7,2,6,SEA,ATL,2106,0.0,0.0,4.0
5391,1322,7,2,6,MSP,SEA,2122,0.0,0.0,-4.0
5392,1453,7,2,6,SEA,MSP,1205,0.0,0.0,2.0
5393,1598,7,2,6,SEA,ATL,1348,0.0,0.0,-4.0
5394,1306,7,4,1,DTW,ATL,1154,0.0,0.0,-6.0
5395,2536,7,4,1,SEA,MSP,1834,0.0,0.0,0.0
5396,2610,7,4,1,ATL,MSP,855,0.0,0.0,-2.0
5397,2815,7,4,1,SEA,ATL,709,0.0,0.0,-5.0
5398,2830,7,4,1,MSP,DTW,1116,0.0,0.0,-3.0
5399,23,7,5,2,DTW,MSP,1649,0.0,0.0,-1.0
5400,53,7,5,2,MSP,DTW,1812,0.0,0.0,-3.0
5401,87,7,5,2,DTW,MSP,1849,0.0,0.0,0.0
5402,109,7,5,2,ATL,MSP,1827,0.0,0.0,7.0
5403,177,7,5,2,ATL,MSP,1648,1.0,1.0,19.0
5404,176,7,4,1,MSP,ATL,1833,0.0,0.0,-3.0
5405,220,7,4,1,JFK,ATL,2153,0.0,0.0,0.0
5406,362,7,4,1,DTW,MSP,917,0.0,0.0,-5.0
5407,421,7,4,1,SEA,JFK,1945,0.0,0.0,1.0
5408,446,7,4,1,ATL,JFK,1955,0.0,0.0,5.0
5409,480,7,4,1,JFK,MSP,1016,0.0,0.0,-3.0
5410,589,7,4,1,MSP,SEA,1254,1.0,1.0,15.0
5411,668,7,4,1,ATL,SEA,2331,0.0,0.0,-4.0
5412,748,7,4,1,ATL,DTW,1257,0.0,0.0,-4.0
5413,786,7,4,1,DTW,ATL,1603,0.0,0.0,-5.0
5414,888,7,4,1,ATL,MSP,1537,0.0,0.0,-2.0
5415,967,7,4,1,ATL,SEA,1152,0.0,0.0,-10.0
5416,987,7,4,1,ATL,MSP,1220,0.0,0.0,-3.0
5417,1122,7,4,1,MSP,ATL,1054,1.0,1.0,39.0
